method,batch_size,lr,wd,momentum,final_test_acc,final_train_loss,best_test_acc
SGDM,128,0.01,0.005,0.9,77.38,0.05642391768932343,77.56
SGDM,128,0.01,0.01,0.9,77.52,0.12822181499242782,77.6
SGDM,128,0.05,0.0001,0.9,73.69,0.004264195222854614,73.87
SGDM,128,0.05,0.0002,0.9,74.84,0.00600850207567215,74.89
SGDM,128,0.05,0.0005,0.9,77.06,0.009800311098694801,77.19
SGDM,128,0.05,0.001,0.9,77.81,0.01663677360653877,77.96
SGDM,128,0.05,0.002,0.9,77.94,0.033468745896816254,78.2
SGDM,128,0.05,0.005,0.9,75.42,0.21978539115905762,75.42
SGDM,128,0.05,0.01,0.9,69.01,0.9071552960586547,69.02
SGDM,128,0.1,0.0001,0.9,73.01,0.004685794102996588,73.22
SGDM,128,0.1,0.0002,0.9,74.98,0.006469038097858429,75.0
SGDM,128,0.1,0.0005,0.9,76.83,0.011004624311327935,77.13
SGDM,128,0.1,0.001,0.9,77.29,0.02046382233798504,77.34
SGDM,128,0.1,0.002,0.9,75.82,0.062206497153043744,76.04
SGDM,128,0.1,0.005,0.9,66.2,0.9268372887992858,66.3
SGDM,128,0.1,0.01,0.9,41.29,2.340637704925537,41.29
SGDM,128,0.2,0.0001,0.9,73.1,0.004949579339027405,73.16
SGDM,128,0.2,0.0002,0.9,75.03,0.007230409851372242,75.26
SGDM,128,0.2,0.0005,0.9,76.17,0.014333423610031605,76.27
SGDM,128,0.2,0.001,0.9,75.43,0.04364948202848434,75.49
SGDM,128,0.2,0.002,0.9,72.84,0.29493225751876834,72.84
SGDM,128,0.2,0.005,0.9,38.28,2.399344405593872,38.28
SGDM,128,0.2,0.01,0.9,1.0,4.60546875,5.66
SGDM,128,0.3,0.0001,0.9,74.14,0.005067780272960663,74.34
SGDM,128,0.3,0.0002,0.9,74.85,0.00775461097985506,74.88
SGDM,128,0.3,0.0005,0.9,75.38,0.021999512935876847,75.41
SGDM,128,0.3,0.001,0.9,72.76,0.12897115686893462,72.79
SGDM,128,0.3,0.002,0.9,53.34,1.4219984233093261,53.34
SGDM,128,0.3,0.005,0.9,21.32,3.268219608154297,21.32
SGDM,128,0.3,0.01,0.9,1.0,4.60546875,1.6
SGDM,64,0.05,0.0001,0.9,74.95,0.004400642879009247,75.07
SGDM,64,0.05,0.0002,0.9,76.02,0.006375253789424896,76.15
SGDM,64,0.05,0.0005,0.9,77.38,0.012435037491321565,77.46
SGDM,64,0.05,0.001,0.9,77.81,0.02384796242952347,77.93
SGDM,64,0.05,0.002,0.9,77.06,0.06993990675449371,77.25
SGDM,64,0.05,0.005,0.9,71.15,0.6618335118865967,71.53
SGDM,128,0.1,0.0001,0.9,73.01,0.004685794102996588,73.22
SGDM,128,0.1,0.0002,0.9,74.98,0.006469038097858429,75.0
SGDM,128,0.1,0.0005,0.9,76.83,0.011004624311327935,77.13
SGDM,128,0.1,0.001,0.9,77.29,0.02046382233798504,77.34
SGDM,128,0.1,0.002,0.9,75.82,0.062206497153043744,76.04
SGDM,128,0.1,0.005,0.9,66.2,0.9268372887992858,66.3
SGDM,256,0.2,0.0001,0.9,71.43,0.004902244422286749,71.46
SGDM,256,0.2,0.0002,0.9,73.83,0.006604033537209034,74.03
SGDM,256,0.2,0.0005,0.9,76.07,0.010450334064364433,76.2
SGDM,256,0.2,0.001,0.9,76.14,0.020655483112335206,76.24
SGDM,256,0.2,0.002,0.9,74.44,0.07329371373176574,74.51
SGDM,256,0.2,0.005,0.9,63.94,1.0385422582244872,63.96
SGDM,512,0.4,0.0001,0.9,66.89,0.006537304040491581,66.94
SGDM,512,0.4,0.0002,0.9,71.08,0.007645355287194252,71.16
SGDM,512,0.4,0.0005,0.9,74.9,0.011143358986973762,74.91
SGDM,512,0.4,0.001,0.9,74.84,0.022407355371117592,75.02
SGDM,512,0.4,0.002,0.9,73.23,0.10187496054887772,73.38
SGDM,512,0.4,0.005,0.9,52.92,1.614311523246765,52.92
